Sentence,New
자료 공개하자! 기자야,중립
근데 이게 사드때문인가?,중립
"도연이 덥지?,??ㅁ",중립
겨울아니고 봄날씨..,중립
북한에서 쓰레기 내려온다고 욕하더니 쓰레기 단속 잘해라고 전해라,분노
기자의설렘이 느껴진다,중립
울산인데 아직 멀쩡함..,중립
무비자폐지 투자이민제 폐지하라!,분노
단순기계와 로봇의 경계가 모호하다 그냥 법인세 고소득증세 부동산토지세가 낫다,중립
ㅋㅋ유부남이라 이젠 여자 연예인들한테 안먹히나?? ㅋㅋ 왠 마사지 업소 ㅋㅋ,분노
근방에 지주들이 웬떡이냐며 한순간에 졸부반열에 올라섰겠군.,중립
건희 동영상 탑재하면 대박 날끼다..........,중립
그렇게 해도 남는다는거 아님?,중립
삼성뭐해 영입안하고 차우찬100억이상준다고했으니 잡지못했쓰니까 양현종잡으면 전력상승,중립
바이백을 달았다는건 조그만한 기대를 하고있긴있다는것,중립
근데이건충분히 주장으로서 할 수있는멘트아님?,중립
정의는 승리한다는 말 말입니다.,중립
원래 인생은 고독한거야 킬리만자로의 표범처럼 그리고 무소의 뿔처럼 혼자 가는거야,중립
일단 다른언어들은 언어 하나가1비트 단순문자인데 한국어만 2비트 복합문자라서 디지털신호로 변환하기가 어려움,중립
진짜 저 4050억 순수 100% 연구개발자들한테 다 간다면 우리 한국인은 내 후년쯤 화성 가서 셀카찍고 업로드도 가능할것같다,중립
퇴근하고 로또나 사러가야지..,중립
그림은 어디에?...,중립
내 콧속에 있지.,중립
경주에 원전 있는 건 알고 있나요?,중립
상술이 넘치는구나...,중립
도자기 발견한사람 어떻게 된눈거임?,중립
오토바이가 흉기카보다 높나??,중립
디지몬 덕후들은 이 게임을 싫어합니다,중립
또한 오래살려면 공부 연애를 하지 말아야 한다.,중립
이건 솔직히 도끼잘못 인정...,중립
설현도 태국은 못가것네,중립
공포체험인가요???,중립
저 사진에 초상권 지불은 했을라나,중립
최순실곰탕한그릇뚝딱!!!,중립
우리나라 세이콘이라는 감독은 이기든 지든 비기든 마무리 올리는데요?,중립
올해를 밑바탕으로 해서 내년에는 자기가 한말은 지킬 수 있는 감독이 되기를..,중립
근데 한화보단 잘할듯,중립
사진이 이상하게 나왔네,중립
태양 반대편에도 행성이 있을 가능성 ?,중립
자료는 자료에불과하다,중립
현금완납단말기도 가능한가요?,중립
불이 났는데 왜문을 잠구는걸까,중립
진짜 면도할때는 순간 내가 게이인가 했다,중립
조선노동당 중앙에 물어보고 해라!,중립
엘지는 가전제품 말고 쓰면 안되는거 아닌가요,중립
아무리 자유국가라하지만 ㅋㅋ희대의코메디언 ㅋㅋㅋ,중립
살이빠져서 얼굴이 더 작아졌네요ㅠㅠ,슬픔
ㅋㅋㅋㅋ빈라덴씨 오랜만이네ㅋㅋ난 이분 왠지 살아있을거 같음ㅋㅋㅋ,중립
뭐 애도 아니고 어련히 알아서 잘할까.,중립
아랍에서 비키니가허용되는게 톨레랑스다,중립
콘테와 무리뉴의 차이다 ㅇㅈ ㅇㅇㅈ,중립
"맨날 상상, 가설~~하긴 니네두 그래야 먹구살지연구비두 나오구",중립
간신 아저씨 연기 너무 잘해.,중립
3년안에 이혼기사 나오면 백퍼 성격차이 연애랑 결혼은 다르거든,중립
ㅋㅋ 이정도 선수들 데리고 홍명보가 감독해도 5등 이상은 했겠다 ㅋㅋ,중립
목욕신.손이 너무 공손한거아냐?,중립
둘이 진짜 뭔가 있는듯.,중립
힘들게 물 조사해...청와대가면 어청나올건데,중립
니퍼트도 안되고 오승환도 안되지,중립
양육자의 태도 중요하죠.,중립
흥미로운 행성옛날에 책에서 읽었을때도 그렇고,중립
시청률이 3사 비교해서 바닥이다 보니 새시즌 구상중에 말이 새어 나가서 판이 엎어진듯....,중립
실패했다고 하지 않겠다.,중립
짙은 어둠을 헤치고 떠오르는 붉은 태양아래~,중립
진실은 알수없지만 전세계 어느나라 어떤인종이든 아빠보단 엄마한테 더 맞는다,중립
김경희! ! 응원합니다~~~,중립
저런 기준이면 군용차는 전부 폐차해야겠네,중립
가수라기엔 부족한 부대엿음,중립
이드라마는 김유정 캐스팅이 신의한수였음,중립
되도록이면 빅리그로 가길바란다,중립
이렇게 못맞혀서 더 당황,중립
황재균이 어쩌다 빅5가 된거야??????,중립
"앞으로는 덥거나, 춥거나",중립
그냥 세월이 약이더라 .,중립
강성노조가 패망하면 국가경제가 살아난다.,중립
끄덕아 끄덕아 돈내고 오는 관중들에게 미안하지 않니?,중립
중국행 아니라고 합니다,중립
말은자고로 함부로 하면 부메랑 되어 다시 돌아오지......,중립
박정희 때를 다시 살게 해주네,중립
호프집 빌려서 티비로 수행원이랑 단관 하면 될텐데....ㅎㅎ,중립
지금 인천 비 쏟아집니다.,중립
여권사진이 귀가 안보이네???,중립
is를 없애는 것이 불가능 하다면 is배후에 누가 있는지 알아내서 차단 한다면 is도 자연스레 소멸 하지 않을까요?,중립
개가 주인을 찾습니다,중립
엠마왓슨이 주연이었다면 이렇게까지 호평을 못받았을지도 모르지,중립
일기예보 향상 미적중,중립
"시조꼬 , 흥민인 골넣은후 순간 씁쓸....그담 다시 표정관리 스마일..",중립
너무 일찍 교체해서후반이 걱정스럽드만예상된 결과네,중립
시진핑이 20%감축한다며?,중립
의학 드라다는 kbs가 진짜,중립
내용인즉슨 30억년전 고주파 신호가 지구에 도달했다는 얘기입니다.,중립
술마시면 집으로 인계되는 좋은나라 개한민국,중립
안철수VS 이재명 제대로 붙어봐라 문재인은 안된다고 본다,중립
겨울은 안추운게 남는거지 ㅋ,중립
강달프라고 한국에 간달프 하위 호환 버젼이 있는데,중립
일명 피의 백작부인 엘리자베스 바토리를 닮았다는 생각이 드네요~~,중립
지금 8월말인데 앞으로 누그러질꺼라는건 나도 예견할수있다~,중립
투자한다고 생각해라... 기초가 중요하지...,중립
오늘 집회장소는 바로 한강!,중립
감독님 승률 8할이다,중립
작년에 그 용병도 설레발 장난 아니였다..,중립
진짜 군인됐다면 어디 배치되든 에이스,중립
경찰과 양아치는 한끗차이,중립
뻥피엘이 이글을 좋아합니다,중립
13년을 쉬었으니..,중립
아흐 또 준비중인가부네...,중립
현재 몸 컨디션 조아 보이지는 않는 듯,중립
기분 전환하려고 예능봐도 뉴스생각뿐,중립
아줌마 넌 그냥 아줌마야,분노
'올해 돈이 없으니까 내년에 다년계약하자' 이게 핵심이지뭐.,중립
어떻게든 뭔가 찾아내려고 안달을 하는중..?,중립
비교샷 좀올려보지 이래봐서는 모르겠다,중립
소 잃고 외양간 고치는중?,분노
잘가요~ 모병제가 아닌데 어쩌겠어요..,중립
중국가서 돈벌고한국와서 은퇴하고와이프랑 예능출연하면 되긋넹~~,중립
이 참에 V20 써 봅시다,중립
공룡들 죄다 깃털 있는거 아님??,중립
텔레비젼은 엘쥐지...,중립
궁금한데 미군들은 내무반 갈굼 폭행 많이 먹이기고문 그런거 없나요?,중립
항상 의문인게 이럴때 왜 공포탄을 발사하지 않는가?,중립
"갤노트7은 두번 터지고 아이폰7까지 터졌으니 이제 답은 하나뿐, LG만이 답이다.",중립
아무이상없이 제품이상없는거 같으면 계속 써도 무방하지않나..?,중립
바르셀로나로 가자..,중립
우리나라 등산복이덜 화려하네,중립
여러 정황상 삼족 중에 많은 사람들이 범법행위에 가담이 되어있을 확률이 많은데...,중립
이런거보면 결혼할 사람은 따로 있는 것 같다,중립
징역형이면 이제 경찰 못한다고 보면됨.,중립
삭제해도 데이터 남아서 살아있는건 아니겟지,중립
"폭스바겐, 미쯔비시가 그랬다면 다른데도 마찬가지 아닐까?",중립
솔직히 대형교회는 집단이기주의 모임아닌가?,분노
저런 공약과 행동들은 확실히 미국 백인들에게 지지를 받을 수 밖에 없음,중립
제목을 삼성에서 타이핑쳐주나여?,중립
쟤도 말타고 들어갔나??,중립
그렇게 역사 바꾸기 힘듭니까?,중립
중국은 최순실의 수배의 제력가 들도 사형시키는데돈이 소용없다는걸 보여줘야 한다 제발,중립
"전 이공연 조명,음향등 억대로 들어가는데 누가 이돈을 내고 있는지 참 궁금합니다.",중립
그렇게 떳떳하다면 솔직히 다 까발리는게 더 낫지않을까요?,중립
차라리 다음주간인 19일~24일에도 늦더위가 일주일 더 연장될거라구 단번에 해결하세요.,중립
청불이 400만이면 대단한거지...,중립
저는 무릎 관절염때문에 못가지만 저희 아들과 딸은 처음으로 간다고 하네요.,중립
걍 2016년은 S7이 대세네...특히 s7엣지...,중립
이 들마 방영전에 중국 미국 일본 말레지아 등에 다 팔려서 제작비 다 회수 했어요 ..,중립
너거애가 떨어져봐라 안 쏘나,중립
데스노트 다시 발매?,중립
질문 이해 못할 듯,중립
전자 고등어 출시 임박.,중립
20대 손예진은 진짜 넘사벽이었는데..,중립
인터뷰한사람들중에 못쉬는사람은 없나??,중립
16조면 난민문제 해결에도 큰 도움이 되겠네요,중립
지금서울 가을하늘별총총,중립
퇴출 시키면 대선 때 우리가족 몰표다,중립
진짜 사이다~~~~~~,중립
드디어 가을야구가 현실이되었구나!,중립
얘네들도 최순실 빽이냐?,중립
섹스를 안하고 있지만 더 강렬하게 하고싶다?,슬픔
반대로 해석을 하면 되것네..,중립
롯데가 그렇게 큰 금액을 줄리가 없다,중립
우리나라기관과 삼성이 입다물어도 미국에서 밝혀주겠지.,중립
블랙 컨슈머 대부분 쓰레기들 많음,중립
한국엔 기업들이 소비자에게 막대해도 되는 나라...,중립
판매할 차량이 줄면 as센터도 줄면서 자연히 철수되는거 아닐까요?!,중립
이럴 줄 알았다,중립
법규를 준수하십시오,중립
영입했고 내일쯤 발표할걸~~~~,중립
1박2일 다시 봐야겠당 ㅎㅎㅎ,중립
흥미니 돌파 오짐..,중립
이스코 빨리 팔아버리자,중립
당황하지 말고 자리에 가만히 앉아서 방송을 보면서 기다리세요,중립
은숙작가는 한번쓴배우 또 쓰는편인듯,중립
인터넷기사같은 데서 우린 일본 속국이라면서 일부러 어그로 끄는 애들 가끔 있었는데 지금보면 얘네말도 크게 안 틀린거 같다,중립
미국에서 뭐 꺼내는시늉 하면 총맞는다는거는 외국인인 나도 아는 상식인데 흑형 판단미스,중립
책 마지막 페이지만 읽고 다 읽은척 떠드는 양반일세,중립
커프에서도 일본어 많이 써서 그런듯,중립
시티는 아구에로 의존증 탈피해야함,중립
이번 갤노트7건으로 기자들 김영란법에 여럿 걸릴듯,중립
슈틸리케 이거이거 점점 세이콘의 냄새가 난다.,중립
투표는 탈퇴인데 결론은 한 100년후에 탈퇴 할수 있다는거네,중립
이 사람처럼 정신이 온전한 사람도 있구나!다행이다^^,행복
열화상 카메라 가지고 옆에서 찍으면 되잖아,중립
아이오아이가 아는형님 반등 시켜 준건 맞지 서로 윈윈,중립
어쩜 지금 침몰중인지도 몰라요,중립
요즘 이상한 사계절이 정상이 아닐거 같고,중립
이제 잡아들여서 독방에 늙어죽게하는일만 남았구먼,중립
갈매기랑 서브룩 같은팀뛰면안되나?,중립
시그널을 처음볼 때 그 두근거림이란... 안본사람 부럽다...,슬픔
게토레이 한잔갖고 통역이랑 나눠먹는거 봤음,중립
요금은 2백정도? 하도해쳑먹으니 안하는게 낫다,중립
역시 선진국민의 성숙된 의식 많이 부럽습니다,중립
상남자 이건희가 만든 노트7,중립
아이콘 출동 해야하니까 너 아푸다고 해,중립
역시 이나라는 돈만 멕이면 만사오케이 만고진리구만,중립
학교 휴교하나요?..바람이 불기시작하는듯..,중립
포경수술만큼 중요한 수능,중립
엄정화 무대 좋았는데.... 엄정화 너무멋있던데,중립
일본은 그런거 없어도 진짜같이 만들던데,중립
사실 살빼는것만큼 쉬운게없음근육 키우거나 공부를 잘하거나 이런건 디 뭔가를 해야하지만 살빼는건 안쳐먹기만해도 빠지거든 살찐건 자기관리 못하는게 맞음,분노
마케마케인데 다시보니 메이크메이크,중립
얼마나 부실공사했다며 매일 사건일어나 공사업체 세무조사해라,중립
수입배급사 사장이 본듯,중립
남자친구랑 새벽 까지 뭐했어?,중립
의인왕후 박씨 장례도감인가염,중립
편의점 알바로 돈모아서 오토바이 사서 전국을 떠도는 젊은 사람들이 엄청많습니다 돈떨어지면 다시 알바하고,중립
중국 시진핑은 북한 원유중단카드 들어야됨,중립
이번에는 정준하가 탄다..,중립
비데 제조업체에서 로비해서 이거 못하게 막을듯,중립
ㅋㅋ 산체스 일류는 마인드부터가 다르네,중립
